# ElLoc Format: (polarfire:hrocindex:channel)
DetID,ElLoc,ADC_PEDESTAL,ADC_GAIN,TOT_PEDESTAL,TOT_GAIN
1275068564,0:1:70,1.0,1.2,1.0,2.5
1275068565,0:1:71,1.0,1.2,1.0,2.5
1275068568,0:2:0,1.0,1.2,1.0,2.5
1275068569,0:2:1,1.0,1.2,1.0,2.5
1275068570,0:2:2,1.0,1.2,1.0,2.5
1275068571,0:2:3,1.0,1.2,1.0,2.5
1275068572,0:2:4,1.0,1.2,1.0,2.5
1275068573,0:2:5,1.0,1.2,1.0,2.5
1275068574,0:2:6,1.0,1.2,1.0,2.5
1275068575,0:2:7,1.0,1.2,1.0,2.5
1275068576,0:2:8,1.0,1.2,1.0,2.5
1275068577,0:2:9,1.0,1.2,1.0,2.5
1275068578,0:2:10,1.0,1.2,1.0,2.5
1275068579,0:2:11,1.0,1.2,1.0,2.5
1275068580,0:2:12,1.0,1.2,1.0,2.5
1275068581,0:2:13,1.0,1.2,1.0,2.5
1275068582,0:2:14,1.0,1.2,1.0,2.5
1275068583,0:2:15,1.0,1.2,1.0,2.5
1275068584,0:2:16,1.0,1.2,1.0,2.5
1275068585,0:2:17,1.0,1.2,1.0,2.5
1275068586,0:2:18,1.0,1.2,1.0,2.5
1275068587,0:2:19,1.0,1.2,1.0,2.5
1275068588,0:2:20,1.0,1.2,1.0,2.5
1275068589,0:2:21,1.0,1.2,1.0,2.5
1275068590,0:2:22,1.0,1.2,1.0,2.5
1275068591,0:2:23,1.0,1.2,1.0,2.5
1275068592,0:2:24,1.0,1.2,1.0,2.5
1275068593,0:2:25,1.0,1.2,1.0,2.5
1275068594,0:2:26,1.0,1.2,1.0,2.5
1275068595,0:2:27,1.0,1.2,1.0,2.5
1275068596,0:2:28,1.0,1.2,1.0,2.5
1275068597,0:2:29,1.0,1.2,1.0,2.5
1275068598,0:2:30,1.0,1.2,1.0,2.5
1275068599,0:2:31,1.0,1.2,1.0,2.5
1275068600,0:2:32,1.0,1.2,1.0,2.5
1275068601,0:2:33,1.0,1.2,1.0,2.5
1275068602,0:2:34,1.0,1.2,1.0,2.5
1275068603,0:2:35,1.0,1.2,1.0,2.5
1275068606,0:2:36,1.0,1.2,1.0,2.5
1275068607,0:2:37,1.0,1.2,1.0,2.5
1275068608,0:2:38,1.0,1.2,1.0,2.5
1275068609,0:2:39,1.0,1.2,1.0,2.5
1275068610,0:2:40,1.0,1.2,1.0,2.5
1275068611,0:2:41,1.0,1.2,1.0,2.5
1275068612,0:2:42,1.0,1.2,1.0,2.5
1275068613,0:2:43,1.0,1.2,1.0,2.5
1275068614,0:2:44,1.0,1.2,1.0,2.5
1275068615,0:2:45,1.0,1.2,1.0,2.5
1275068616,0:2:46,1.0,1.2,1.0,2.5
1275068617,0:2:47,1.0,1.2,1.0,2.5
1275068618,0:2:48,1.0,1.2,1.0,2.5
1275068619,0:2:49,1.0,1.2,1.0,2.5
1275068620,0:2:50,1.0,1.2,1.0,2.5
1275068621,0:2:51,1.0,1.2,1.0,2.5
1275068622,0:2:52,1.0,1.2,1.0,2.5
1275068623,0:2:53,1.0,1.2,1.0,2.5
1275068624,0:2:54,1.0,1.2,1.0,2.5
1275068625,0:2:55,1.0,1.2,1.0,2.5
1275068626,0:2:56,1.0,1.2,1.0,2.5
1275068627,0:2:57,1.0,1.2,1.0,2.5
1275068628,0:2:58,1.0,1.2,1.0,2.5
1275068629,0:2:59,1.0,1.2,1.0,2.5
1275068630,0:2:60,1.0,1.2,1.0,2.5
1275068631,0:2:61,1.0,1.2,1.0,2.5
1275068632,0:2:62,1.0,1.2,1.0,2.5
1275068633,0:2:63,1.0,1.2,1.0,2.5
1275068634,0:2:64,1.0,1.2,1.0,2.5
1275068635,0:2:65,1.0,1.2,1.0,2.5
1275068636,0:2:66,1.0,1.2,1.0,2.5
1275068637,0:2:67,1.0,1.2,1.0,2.5
1275068638,0:2:68,1.0,1.2,1.0,2.5
1275068639,0:2:69,1.0,1.2,1.0,2.5
1275068640,0:2:70,1.0,1.2,1.0,2.5
1275068641,0:2:71,1.0,1.2,1.0,2.5
1275068642,1:0:0,1.0,1.2,1.0,2.5
1275068643,1:0:1,1.0,1.2,1.0,2.5
1275068644,1:0:2,1.0,1.2,1.0,2.5
1275068645,1:0:3,1.0,1.2,1.0,2.5
1275068646,1:0:4,1.0,1.2,1.0,2.5
1275068647,1:0:5,1.0,1.2,1.0,2.5
1275068648,1:0:6,1.0,1.2,1.0,2.5
1275068649,1:0:7,1.0,1.2,1.0,2.5
1275068650,1:0:8,1.0,1.2,1.0,2.5
1275068651,1:0:9,1.0,1.2,1.0,2.5
1275068652,1:0:10,1.0,1.2,1.0,2.5
1275068653,1:0:11,1.0,1.2,1.0,2.5
1275068654,1:0:12,1.0,1.2,1.0,2.5
1275068655,1:0:13,1.0,1.2,1.0,2.5
1275068656,1:0:14,1.0,1.2,1.0,2.5
1275068657,1:0:15,1.0,1.2,1.0,2.5
1275068658,1:0:16,1.0,1.2,1.0,2.5
1275068659,1:0:17,1.0,1.2,1.0,2.5
1275068660,1:0:18,1.0,1.2,1.0,2.5
1275068661,1:0:19,1.0,1.2,1.0,2.5
1275068662,1:0:20,1.0,1.2,1.0,2.5
1275068663,1:0:21,1.0,1.2,1.0,2.5
1275068664,1:0:22,1.0,1.2,1.0,2.5
1275068665,1:0:23,1.0,1.2,1.0,2.5
1275068666,1:0:24,1.0,1.2,1.0,2.5
1275068667,1:0:25,1.0,1.2,1.0,2.5
1275068668,1:0:26,1.0,1.2,1.0,2.5
1275068669,1:0:27,1.0,1.2,1.0,2.5
1275068670,1:0:28,1.0,1.2,1.0,2.5
1275068671,1:0:29,1.0,1.2,1.0,2.5
1275068672,1:0:30,1.0,1.2,1.0,2.5
1275068673,1:0:31,1.0,1.2,1.0,2.5
1275068674,1:0:32,1.0,1.2,1.0,2.5
1275068675,1:0:33,1.0,1.2,1.0,2.5
1275068676,1:0:34,1.0,1.2,1.0,2.5
1275068677,1:0:35,1.0,1.2,1.0,2.5
1275068678,1:0:36,1.0,1.2,1.0,2.5
1275068679,1:0:37,1.0,1.2,1.0,2.5
1275068680,1:0:38,1.0,1.2,1.0,2.5
1275068681,1:0:39,1.0,1.2,1.0,2.5
1275068682,1:0:40,1.0,1.2,1.0,2.5
1275068683,1:0:41,1.0,1.2,1.0,2.5
1275068684,1:0:42,1.0,1.2,1.0,2.5
1275068685,1:0:43,1.0,1.2,1.0,2.5
1275068686,1:0:44,1.0,1.2,1.0,2.5
1275068687,1:0:45,1.0,1.2,1.0,2.5
1275068688,1:0:46,1.0,1.2,1.0,2.5
1275068689,1:0:47,1.0,1.2,1.0,2.5
1275068690,1:0:48,1.0,1.2,1.0,2.5
1275068691,1:0:49,1.0,1.2,1.0,2.5
1275068692,1:0:50,1.0,1.2,1.0,2.5
1275068693,1:0:51,1.0,1.2,1.0,2.5
1275068694,1:0:52,1.0,1.2,1.0,2.5
1275068695,1:0:53,1.0,1.2,1.0,2.5
1275068696,1:0:54,1.0,1.2,1.0,2.5
1275068697,1:0:55,1.0,1.2,1.0,2.5
1275068698,1:0:56,1.0,1.2,1.0,2.5
1275068699,1:0:57,1.0,1.2,1.0,2.5
1275068700,1:0:58,1.0,1.2,1.0,2.5
1275068701,1:0:59,1.0,1.2,1.0,2.5
1275068702,1:0:60,1.0,1.2,1.0,2.5
1275068703,1:0:61,1.0,1.2,1.0,2.5
1275068704,1:0:62,1.0,1.2,1.0,2.5
1275068705,1:0:63,1.0,1.2,1.0,2.5
1275068706,1:0:64,1.0,1.2,1.0,2.5
1275068707,1:0:65,1.0,1.2,1.0,2.5
1275068708,1:0:66,1.0,1.2,1.0,2.5
1275068709,1:0:67,1.0,1.2,1.0,2.5
1275068710,1:0:68,1.0,1.2,1.0,2.5
1275068711,1:0:69,1.0,1.2,1.0,2.5
1275068712,1:0:70,1.0,1.2,1.0,2.5
1275068713,1:0:71,1.0,1.2,1.0,2.5
1275068714,1:1:0,1.0,1.2,1.0,2.5
1275068715,1:1:1,1.0,1.2,1.0,2.5
1275068716,1:1:2,1.0,1.2,1.0,2.5
1275068717,1:1:3,1.0,1.2,1.0,2.5
1275068718,1:1:4,1.0,1.2,1.0,2.5
1275068719,1:1:5,1.0,1.2,1.0,2.5
1275068720,1:1:6,1.0,1.2,1.0,2.5
1275068721,1:1:7,1.0,1.2,1.0,2.5
1275068722,1:1:8,1.0,1.2,1.0,2.5
1275068723,1:1:9,1.0,1.2,1.0,2.5
1275068724,1:1:10,1.0,1.2,1.0,2.5
1275068725,1:1:11,1.0,1.2,1.0,2.5
1275068726,1:1:12,1.0,1.2,1.0,2.5
1275068727,1:1:13,1.0,1.2,1.0,2.5
1275068728,1:1:14,1.0,1.2,1.0,2.5
1275068729,1:1:15,1.0,1.2,1.0,2.5
1275068730,1:1:16,1.0,1.2,1.0,2.5
1275068731,1:1:17,1.0,1.2,1.0,2.5
1275068732,1:1:18,1.0,1.2,1.0,2.5
1275068733,1:1:19,1.0,1.2,1.0,2.5
1275068734,1:1:20,1.0,1.2,1.0,2.5
1275068735,1:1:21,1.0,1.2,1.0,2.5
1275068736,1:1:22,1.0,1.2,1.0,2.5
1275068737,1:1:23,1.0,1.2,1.0,2.5
1275068738,1:1:24,1.0,1.2,1.0,2.5
1275068739,1:1:25,1.0,1.2,1.0,2.5
1275068740,1:1:26,1.0,1.2,1.0,2.5
1275068741,1:1:27,1.0,1.2,1.0,2.5
1275068742,1:1:28,1.0,1.2,1.0,2.5
1275068743,1:1:29,1.0,1.2,1.0,2.5
1275068744,1:1:30,1.0,1.2,1.0,2.5
1275068745,1:1:31,1.0,1.2,1.0,2.5
1275068746,1:1:32,1.0,1.2,1.0,2.5
1275068747,1:1:33,1.0,1.2,1.0,2.5
1275068748,1:1:34,1.0,1.2,1.0,2.5
1275068749,1:1:35,1.0,1.2,1.0,2.5
1275068750,1:1:36,1.0,1.2,1.0,2.5
1275068751,1:1:37,1.0,1.2,1.0,2.5
1275068752,1:1:38,1.0,1.2,1.0,2.5
1275068753,1:1:39,1.0,1.2,1.0,2.5
1275068754,1:1:40,1.0,1.2,1.0,2.5
1275068755,1:1:41,1.0,1.2,1.0,2.5
1275068756,1:1:42,1.0,1.2,1.0,2.5
1275068757,1:1:43,1.0,1.2,1.0,2.5
1275068758,1:1:44,1.0,1.2,1.0,2.5
1275068759,1:1:45,1.0,1.2,1.0,2.5
1275068760,1:1:46,1.0,1.2,1.0,2.5
1275068761,1:1:47,1.0,1.2,1.0,2.5
1275068762,1:1:48,1.0,1.2,1.0,2.5
1275068763,1:1:49,1.0,1.2,1.0,2.5
1275068764,1:1:50,1.0,1.2,1.0,2.5
1275068765,1:1:51,1.0,1.2,1.0,2.5
1275068766,1:1:52,1.0,1.2,1.0,2.5
1275068767,1:1:53,1.0,1.2,1.0,2.5
1275068768,1:1:54,1.0,1.2,1.0,2.5
1275068769,1:1:55,1.0,1.2,1.0,2.5
1275068770,1:1:56,1.0,1.2,1.0,2.5
1275068771,1:1:57,1.0,1.2,1.0,2.5
1275068772,1:1:58,1.0,1.2,1.0,2.5
1275068773,1:1:59,1.0,1.2,1.0,2.5
1275068774,1:1:60,1.0,1.2,1.0,2.5
1275068775,1:1:61,1.0,1.2,1.0,2.5
1275068776,1:1:62,1.0,1.2,1.0,2.5
1275068777,1:1:63,1.0,1.2,1.0,2.5
1275068778,1:1:64,1.0,1.2,1.0,2.5
1275068779,1:1:65,1.0,1.2,1.0,2.5
1275068780,1:1:66,1.0,1.2,1.0,2.5
1275068781,1:1:67,1.0,1.2,1.0,2.5
1275068782,1:1:68,1.0,1.2,1.0,2.5
1275068783,1:1:69,1.0,1.2,1.0,2.5
1275068784,1:1:70,1.0,1.2,1.0,2.5
1275068785,1:1:71,1.0,1.2,1.0,2.5
1275068786,1:2:0,1.0,1.2,1.0,2.5
1275068787,1:2:1,1.0,1.2,1.0,2.5
1275068788,1:2:2,1.0,1.2,1.0,2.5
1275068789,1:2:3,1.0,1.2,1.0,2.5
1275068790,1:2:4,1.0,1.2,1.0,2.5
1275068791,1:2:5,1.0,1.2,1.0,2.5
1275068792,1:2:6,1.0,1.2,1.0,2.5
1275068793,1:2:7,1.0,1.2,1.0,2.5
1275068794,1:2:8,1.0,1.2,1.0,2.5
1275068795,1:2:9,1.0,1.2,1.0,2.5
1275068796,1:2:10,1.0,1.2,1.0,2.5
1275068797,1:2:11,1.0,1.2,1.0,2.5
1275068798,1:2:12,1.0,1.2,1.0,2.5
1275068799,1:2:13,1.0,1.2,1.0,2.5
1275068800,1:2:14,1.0,1.2,1.0,2.5
1275068801,1:2:15,1.0,1.2,1.0,2.5
1275068802,1:2:16,1.0,1.2,1.0,2.5
1275068803,1:2:17,1.0,1.2,1.0,2.5
1275068804,1:2:18,1.0,1.2,1.0,2.5
1275068805,1:2:19,1.0,1.2,1.0,2.5
1275068806,1:2:20,1.0,1.2,1.0,2.5
1275068807,1:2:21,1.0,1.2,1.0,2.5
1275068808,1:2:22,1.0,1.2,1.0,2.5
1275068809,1:2:23,1.0,1.2,1.0,2.5
1275068810,1:2:24,1.0,1.2,1.0,2.5
1275068811,1:2:25,1.0,1.2,1.0,2.5
1275068812,1:2:26,1.0,1.2,1.0,2.5
1275068813,1:2:27,1.0,1.2,1.0,2.5
1275068814,1:2:28,1.0,1.2,1.0,2.5
1275068815,1:2:29,1.0,1.2,1.0,2.5
1275068816,1:2:30,1.0,1.2,1.0,2.5
1275068817,1:2:31,1.0,1.2,1.0,2.5
1275068818,1:2:32,1.0,1.2,1.0,2.5
1275068819,1:2:33,1.0,1.2,1.0,2.5
1275068820,1:2:34,1.0,1.2,1.0,2.5
1275068821,1:2:35,1.0,1.2,1.0,2.5
1275068822,1:2:36,1.0,1.2,1.0,2.5
1275068823,1:2:37,1.0,1.2,1.0,2.5
1275068824,1:2:38,1.0,1.2,1.0,2.5
1275068825,1:2:39,1.0,1.2,1.0,2.5
1275068826,1:2:40,1.0,1.2,1.0,2.5
1275068827,1:2:41,1.0,1.2,1.0,2.5
1275068828,1:2:42,1.0,1.2,1.0,2.5
1275068829,1:2:43,1.0,1.2,1.0,2.5
1275068830,1:2:44,1.0,1.2,1.0,2.5
1275068831,1:2:45,1.0,1.2,1.0,2.5
1275068832,1:2:46,1.0,1.2,1.0,2.5
1275068833,1:2:47,1.0,1.2,1.0,2.5
1275068834,1:2:48,1.0,1.2,1.0,2.5
1275068835,1:2:49,1.0,1.2,1.0,2.5
1275068836,1:2:50,1.0,1.2,1.0,2.5
1275068837,1:2:51,1.0,1.2,1.0,2.5
1275068838,1:2:52,1.0,1.2,1.0,2.5
1275068839,1:2:53,1.0,1.2,1.0,2.5
1275068840,1:2:54,1.0,1.2,1.0,2.5
1275068841,1:2:55,1.0,1.2,1.0,2.5
1275068842,1:2:56,1.0,1.2,1.0,2.5
1275068843,1:2:57,1.0,1.2,1.0,2.5
1275068844,1:2:58,1.0,1.2,1.0,2.5
1275068845,1:2:59,1.0,1.2,1.0,2.5
1275068846,1:2:60,1.0,1.2,1.0,2.5
1275068847,1:2:61,1.0,1.2,1.0,2.5
1275068848,1:2:62,1.0,1.2,1.0,2.5
1275068849,1:2:63,1.0,1.2,1.0,2.5
1275068850,1:2:64,1.0,1.2,1.0,2.5
1275068851,1:2:65,1.0,1.2,1.0,2.5
1275068852,1:2:66,1.0,1.2,1.0,2.5
1275068853,1:2:67,1.0,1.2,1.0,2.5
1275068854,1:2:68,1.0,1.2,1.0,2.5
1275068855,1:2:69,1.0,1.2,1.0,2.5
1275068856,1:2:70,1.0,1.2,1.0,2.5
1275068857,1:2:71,1.0,1.2,1.0,2.5
